Z[m],d[m],Q[mL/min],e[-],CA0[g/L],CB0[g/L],Vinject[uL],Hint[-],kint[1/s],Kint[1/s],ObsSigma[mV],magnification,t[s],I[mV],C[g/L]
0.25,0.01,1,0.397,250,0,100,0.328680217,0.10665136,0.021137676,155.2197796,6.98E-06,0,0,0
,,,,,,,,,,,,0.4602,9.67E+00,6.74966E-05
,,,,,,,,,,,,0.96,1.47E+01,0.000102606
,,,,,,,,,,,,1.4598,1.07E+01,0.000074686
,,,,,,,,,,,,1.9602,1.47E+01,0.000102606
,,,,,,,,,,,,2.46,2.03E+01,0.000141694
,,,,,,,,,,,,2.9598,1.70E+01,0.00011866
,,,,,,,,,,,,3.4602,2.23E+01,0.000155654
,,,,,,,,,,,,3.96,1.43E+01,0.000099814
,,,,,,,,,,,,4.4598,9.00E+00,0.00006282
,,,,,,,,,,,,4.9602,1.90E+01,0.00013262
,,,,,,,,,,,,5.46,2.10E+01,0.00014658
,,,,,,,,,,,,5.9598,1.73E+01,0.000120754
,,,,,,,,,,,,6.4602,1.27E+01,0.000088646
,,,,,,,,,,,,6.96,1.07E+01,0.000074686
,,,,,,,,,,,,7.4598,1.83E+01,0.000127734
,,,,,,,,,,,,7.9602,1.50E+01,0.0001047
,,,,,,,,,,,,8.46,1.70E+01,0.00011866
,,,,,,,,,,,,8.9598,2.07E+01,0.000144486
,,,,,,,,,,,,9.4602,1.07E+01,0.000074686
,,,,,,,,,,,,9.96,8.67E+00,6.05166E-05
,,,,,,,,,,,,10.4598,1.10E+01,0.00007678
,,,,,,,,,,,,10.9602,1.63E+01,0.000113774
,,,,,,,,,,,,11.46,1.23E+01,0.000085854
,,,,,,,,,,,,11.9598,2.00E+01,0.0001396
,,,,,,,,,,,,12.4602,2.23E+01,0.000155654
,,,,,,,,,,,,12.96,1.03E+01,0.000071894
,,,,,,,,,,,,13.4598,1.17E+01,0.000081666
,,,,,,,,,,,,13.9602,1.30E+01,0.00009074
,,,,,,,,,,,,14.46,1.83E+01,0.000127734
,,,,,,,,,,,,14.9598,2.40E+01,0.00016752
,,,,,,,,,,,,15.4602,1.63E+01,0.000113774
,,,,,,,,,,,,15.96,9.67E+00,6.74966E-05
,,,,,,,,,,,,16.4598,1.03E+01,0.000071894
,,,,,,,,,,,,16.9602,8.00E+00,0.00005584
,,,,,,,,,,,,17.46,1.43E+01,0.000099814
,,,,,,,,,,,,17.9598,1.73E+01,0.000120754
,,,,,,,,,,,,18.4602,1.23E+01,0.000085854
,,,,,,,,,,,,18.96,1.07E+01,0.000074686
,,,,,,,,,,,,19.4598,9.33E+00,6.51234E-05
,,,,,,,,,,,,19.9602,1.90E+01,0.00013262
,,,,,,,,,,,,20.46,2.07E+01,0.000144486
,,,,,,,,,,,,20.9598,1.37E+01,0.000095626
,,,,,,,,,,,,21.4602,1.67E+01,0.000116566
,,,,,,,,,,,,21.96,1.00E+01,0.0000698
,,,,,,,,,,,,22.4598,8.67E+00,6.05166E-05
,,,,,,,,,,,,22.9602,8.33E+00,5.81434E-05
,,,,,,,,,,,,23.46,11.66666667,8.14333E-05
,,,,,,,,,,,,23.9598,9.67E+00,6.74966E-05
,,,,,,,,,,,,24.4602,1.70E+01,0.00011866
,,,,,,,,,,,,24.96,18.33333333,0.000127967
,,,,,,,,,,,,25.4598,14.66666667,0.000102373
,,,,,,,,,,,,25.9602,21.33333333,0.000148907
,,,,,,,,,,,,26.46,23.33333333,0.000162867
,,,,,,,,,,,,26.9598,18.33333333,0.000127967
,,,,,,,,,,,,27.4602,19,0.00013262
,,,,,,,,,,,,27.96,21,0.00014658
,,,,,,,,,,,,28.4598,25.33333333,0.000176827
,,,,,,,,,,,,28.9602,15,0.0001047
,,,,,,,,,,,,29.46,15.66666667,0.000109353
,,,,,,,,,,,,29.9598,15.33333333,0.000107027
,,,,,,,,,,,,30.4602,20,0.0001396
,,,,,,,,,,,,30.96,20,0.0001396
,,,,,,,,,,,,31.4598,13.66666667,9.53933E-05
,,,,,,,,,,,,31.9602,9.333333333,6.51467E-05
,,,,,,,,,,,,32.46,16.66666667,0.000116333
,,,,,,,,,,,,32.9598,14.66666667,0.000102373
,,,,,,,,,,,,33.4602,16.33333333,0.000114007
,,,,,,,,,,,,33.96,14.33333333,0.000100047
,,,,,,,,,,,,34.4598,15.33333333,0.000107027
,,,,,,,,,,,,34.9602,10,0.0000698
,,,,,,,,,,,,35.46,11.33333333,7.91067E-05
,,,,,,,,,,,,35.9598,12.66666667,8.84133E-05
,,,,,,,,,,,,36.4602,13,0.00009074
,,,,,,,,,,,,36.96,6.666666667,4.65333E-05
,,,,,,,,,,,,37.4598,7,0.00004886
,,,,,,,,,,,,37.9602,14.66666667,0.000102373
,,,,,,,,,,,,38.46,10.66666667,7.44533E-05
,,,,,,,,,,,,38.9598,11.66666667,8.14333E-05
,,,,,,,,,,,,39.4602,9.666666667,6.74733E-05
,,,,,,,,,,,,39.96,16,0.00011168
,,,,,,,,,,,,40.4598,8.666666667,6.04933E-05
,,,,,,,,,,,,40.9602,0,0
,,,,,,,,,,,,41.46,1.666666667,1.16333E-05
,,,,,,,,,,,,41.9598,15,0.0001047
,,,,,,,,,,,,42.4602,20.66666667,0.000144253
,,,,,,,,,,,,42.96,19,0.00013262
,,,,,,,,,,,,43.4598,13,0.00009074
,,,,,,,,,,,,43.9602,21.33333333,0.000148907
,,,,,,,,,,,,44.46,18,0.00012564
,,,,,,,,,,,,44.9598,14.33333333,0.000100047
,,,,,,,,,,,,45.4602,12,0.00008376
,,,,,,,,,,,,45.96,19.66666667,0.000137273
,,,,,,,,,,,,46.4598,27.66666667,0.000193113
,,,,,,,,,,,,46.9602,32,0.00022336
,,,,,,,,,,,,47.46,32.33333333,0.000225687
,,,,,,,,,,,,47.9598,23,0.00016054
,,,,,,,,,,,,48.4602,15,0.0001047
,,,,,,,,,,,,48.96,10.33333333,7.21267E-05
,,,,,,,,,,,,49.4598,21.33333333,0.000148907
,,,,,,,,,,,,49.9602,21.66666667,0.000151233
,,,,,,,,,,,,50.46,15.66666667,0.000109353
,,,,,,,,,,,,50.9598,14.33333333,0.000100047
,,,,,,,,,,,,51.4602,18.33333333,0.000127967
,,,,,,,,,,,,51.96,23.66666667,0.000165193
,,,,,,,,,,,,52.4598,22,0.00015356
,,,,,,,,,,,,52.9602,21.66666667,0.000151233
,,,,,,,,,,,,53.46,26,0.00018148
,,,,,,,,,,,,53.9598,36.66666667,0.000255933
,,,,,,,,,,,,54.4602,32,0.00022336
,,,,,,,,,,,,54.96,25,0.0001745
,,,,,,,,,,,,55.4598,24,0.00016752
,,,,,,,,,,,,55.9602,16.66666667,0.000116333
,,,,,,,,,,,,56.46,7.333333333,5.11867E-05
,,,,,,,,,,,,56.9598,2.333333333,1.62867E-05
,,,,,,,,,,,,57.4602,4.666666667,3.25733E-05
,,,,,,,,,,,,57.96,14.33333333,0.000100047
,,,,,,,,,,,,58.4598,17,0.00011866
,,,,,,,,,,,,58.9602,21.66666667,0.000151233
,,,,,,,,,,,,59.46,23.33333333,0.000162867
,,,,,,,,,,,,59.9598,16,0.00011168
,,,,,,,,,,,,60.4602,15.33333333,0.000107027
,,,,,,,,,,,,60.96,21.33333333,0.000148907
,,,,,,,,,,,,61.4598,23,0.00016054
,,,,,,,,,,,,61.9602,21.66666667,0.000151233
,,,,,,,,,,,,62.46,21.33333333,0.000148907
,,,,,,,,,,,,62.9598,23.66666667,0.000165193
,,,,,,,,,,,,63.4602,19.66666667,0.000137273
,,,,,,,,,,,,63.96,18.66666667,0.000130293
,,,,,,,,,,,,64.4598,18,0.00012564
,,,,,,,,,,,,64.9602,19.33333333,0.000134947
,,,,,,,,,,,,65.46,29.33333333,0.000204747
,,,,,,,,,,,,65.9598,26,0.00018148
,,,,,,,,,,,,66.4602,18.33333333,0.000127967
,,,,,,,,,,,,66.96,7,0.00004886
,,,,,,,,,,,,67.4598,5.666666667,3.95533E-05
,,,,,,,,,,,,67.9602,13.66666667,9.53933E-05
,,,,,,,,,,,,68.46,14.66666667,0.000102373
,,,,,,,,,,,,68.9598,7.333333333,5.11867E-05
,,,,,,,,,,,,69.4602,12,0.00008376
,,,,,,,,,,,,69.96,6.666666667,4.65333E-05
,,,,,,,,,,,,70.4598,6.666666667,4.65333E-05
,,,,,,,,,,,,70.9602,10.33333333,7.21267E-05
,,,,,,,,,,,,71.46,9.333333333,6.51467E-05
,,,,,,,,,,,,71.9598,6.333333333,4.42067E-05
,,,,,,,,,,,,72.4602,9,0.00006282
,,,,,,,,,,,,72.96,3,0.00002094
,,,,,,,,,,,,73.4598,6.333333333,4.42067E-05
,,,,,,,,,,,,73.9602,11.33333333,7.91067E-05
,,,,,,,,,,,,74.46,9.666666667,6.74733E-05
,,,,,,,,,,,,74.9598,6.666666667,4.65333E-05
,,,,,,,,,,,,75.4602,7.666666667,5.35133E-05
,,,,,,,,,,,,75.96,12,0.00008376
,,,,,,,,,,,,76.4598,13,0.00009074
,,,,,,,,,,,,76.9602,10.33333333,7.21267E-05
,,,,,,,,,,,,77.46,4.333333333,3.02467E-05
,,,,,,,,,,,,77.9598,10,0.0000698
,,,,,,,,,,,,78.4602,13.66666667,9.53933E-05
,,,,,,,,,,,,78.96,9.666666667,6.74733E-05
,,,,,,,,,,,,79.4598,6.666666667,4.65333E-05
,,,,,,,,,,,,79.9602,2.333333333,1.62867E-05
,,,,,,,,,,,,80.46,6.666666667,4.65333E-05
,,,,,,,,,,,,80.9598,11.33333333,7.91067E-05
,,,,,,,,,,,,81.4602,11,0.00007678
,,,,,,,,,,,,81.96,11.66666667,8.14333E-05
,,,,,,,,,,,,82.4598,16,0.00011168
,,,,,,,,,,,,82.9602,7,0.00004886
,,,,,,,,,,,,83.46,3.666666667,2.55933E-05
,,,,,,,,,,,,83.9598,6,0.00004188
,,,,,,,,,,,,84.4602,5,0.0000349
,,,,,,,,,,,,84.96,2.333333333,1.62867E-05
,,,,,,,,,,,,85.4598,0,0
,,,,,,,,,,,,85.9602,0,0
,,,,,,,,,,,,86.46,3.333333333,2.32667E-05
,,,,,,,,,,,,86.9598,20.66666667,0.000144253
,,,,,,,,,,,,87.4602,20.33333333,0.000141927
,,,,,,,,,,,,87.96,9.666666667,6.74733E-05
,,,,,,,,,,,,88.4598,11,0.00007678
,,,,,,,,,,,,88.9602,22.66666667,0.000158213
,,,,,,,,,,,,89.46,22.66666667,0.000158213
,,,,,,,,,,,,89.9598,17.66666667,0.000123313
,,,,,,,,,,,,90.4602,10.33333333,7.21267E-05
,,,,,,,,,,,,90.96,11.33333333,7.91067E-05
,,,,,,,,,,,,91.4598,11.33333333,7.91067E-05
,,,,,,,,,,,,91.9602,0.333333333,2.32667E-06
,,,,,,,,,,,,92.46,5,0.0000349
,,,,,,,,,,,,92.9598,10.33333333,7.21267E-05
,,,,,,,,,,,,93.4602,11.33333333,7.91067E-05
,,,,,,,,,,,,93.96,13,0.00009074
,,,,,,,,,,,,94.4598,13.33333333,9.30667E-05
,,,,,,,,,,,,94.9602,11.66666667,8.14333E-05
,,,,,,,,,,,,95.46,9.333333333,6.51467E-05
,,,,,,,,,,,,95.9598,11.66666667,8.14333E-05
,,,,,,,,,,,,96.4602,11.33333333,7.91067E-05
,,,,,,,,,,,,96.96,13,0.00009074
,,,,,,,,,,,,97.4598,22.33333333,0.000155887
,,,,,,,,,,,,97.9602,24.33333333,0.000169847
,,,,,,,,,,,,98.46,27.66666667,0.000193113
,,,,,,,,,,,,98.9598,33,0.00023034
,,,,,,,,,,,,99.4602,24.33333333,0.000169847
,,,,,,,,,,,,99.96,20.33333333,0.000141927
,,,,,,,,,,,,100.4598,21.66666667,0.000151233
,,,,,,,,,,,,100.9602,20,0.0001396
,,,,,,,,,,,,101.46,23.33333333,0.000162867
,,,,,,,,,,,,101.9598,17.33333333,0.000120987
,,,,,,,,,,,,102.4602,13.66666667,9.53933E-05
,,,,,,,,,,,,102.96,15.66666667,0.000109353
,,,,,,,,,,,,103.4598,15,0.0001047
,,,,,,,,,,,,103.9602,13,0.00009074
,,,,,,,,,,,,104.46,13.33333333,9.30667E-05
,,,,,,,,,,,,104.9598,11,0.00007678
,,,,,,,,,,,,105.4602,17.66666667,0.000123313
,,,,,,,,,,,,105.96,20.66666667,0.000144253
,,,,,,,,,,,,106.4598,18.66666667,0.000130293
,,,,,,,,,,,,106.9602,18.33333333,0.000127967
,,,,,,,,,,,,107.46,23.66666667,0.000165193
,,,,,,,,,,,,107.9598,24.33333333,0.000169847
,,,,,,,,,,,,108.4602,21.66666667,0.000151233
,,,,,,,,,,,,108.96,21,0.00014658
,,,,,,,,,,,,109.4598,30.66666667,0.000214053
,,,,,,,,,,,,109.9602,36,0.00025128
,,,,,,,,,,,,110.46,25,0.0001745
,,,,,,,,,,,,110.9598,20.66666667,0.000144253
,,,,,,,,,,,,111.4602,19,0.00013262
,,,,,,,,,,,,111.96,15.66666667,0.000109353
,,,,,,,,,,,,112.4598,27.33333333,0.000190787
,,,,,,,,,,,,112.9602,32.33333333,0.000225687
,,,,,,,,,,,,113.46,40,0.0002792
,,,,,,,,,,,,113.9598,35.33333333,0.000246627
,,,,,,,,,,,,114.4602,32.66666667,0.000228013
,,,,,,,,,,,,114.96,19.33333333,0.000134947
,,,,,,,,,,,,115.4598,24.33333333,0.000169847
,,,,,,,,,,,,115.9602,21.33333333,0.000148907
,,,,,,,,,,,,116.46,21.66666667,0.000151233
,,,,,,,,,,,,116.9598,24.33333333,0.000169847
,,,,,,,,,,,,117.4602,20,0.0001396
,,,,,,,,,,,,117.96,18,0.00012564
,,,,,,,,,,,,118.4598,18.33333333,0.000127967
,,,,,,,,,,,,118.9602,19.66666667,0.000137273
,,,,,,,,,,,,119.46,22.66666667,0.000158213
,,,,,,,,,,,,119.9598,31.33333333,0.000218707
,,,,,,,,,,,,120.4602,30,0.0002094
,,,,,,,,,,,,120.96,26.33333333,0.000183807
,,,,,,,,,,,,121.4598,37.33333333,0.000260587
,,,,,,,,,,,,121.9602,40.33333333,0.000281527
,,,,,,,,,,,,122.46,40.33333333,0.000281527
,,,,,,,,,,,,122.9598,34.33333333,0.000239647
,,,,,,,,,,,,123.4602,26.66666667,0.000186133
,,,,,,,,,,,,123.96,19.33333333,0.000134947
,,,,,,,,,,,,124.4598,19.33333333,0.000134947
,,,,,,,,,,,,124.9602,28.66666667,0.000200093
,,,,,,,,,,,,125.46,34.33333333,0.000239647
,,,,,,,,,,,,125.9598,31.33333333,0.000218707
,,,,,,,,,,,,126.4602,27.33333333,0.000190787
,,,,,,,,,,,,126.96,20,0.0001396
,,,,,,,,,,,,127.4598,12,0.00008376
,,,,,,,,,,,,127.9602,9.666666667,6.74733E-05
,,,,,,,,,,,,128.46,9.333333333,6.51467E-05
,,,,,,,,,,,,128.9598,9.666666667,6.74733E-05
,,,,,,,,,,,,129.4602,18.66666667,0.000130293
,,,,,,,,,,,,129.96,25,0.0001745
,,,,,,,,,,,,130.4598,27.66666667,0.000193113
,,,,,,,,,,,,130.9602,25.33333333,0.000176827
,,,,,,,,,,,,131.46,20,0.0001396
,,,,,,,,,,,,131.9598,18.33333333,0.000127967
,,,,,,,,,,,,132.4602,18.33333333,0.000127967
,,,,,,,,,,,,132.96,20,0.0001396
,,,,,,,,,,,,133.4598,15.33333333,0.000107027
,,,,,,,,,,,,133.9602,21,0.00014658
,,,,,,,,,,,,134.46,28.33333333,0.000197767
,,,,,,,,,,,,134.9598,27,0.00018846
,,,,,,,,,,,,135.4602,19.66666667,0.000137273
,,,,,,,,,,,,135.96,24,0.00016752
,,,,,,,,,,,,136.4598,24.66666667,0.000172173
,,,,,,,,,,,,136.9602,32.66666667,0.000228013
,,,,,,,,,,,,137.46,28.66666667,0.000200093
,,,,,,,,,,,,137.9598,26,0.00018148
,,,,,,,,,,,,138.4602,26.33333333,0.000183807
,,,,,,,,,,,,138.96,27.66666667,0.000193113
,,,,,,,,,,,,139.4598,35.66666667,0.000248953
,,,,,,,,,,,,139.9602,38.33333333,0.000267567
,,,,,,,,,,,,140.46,31.66666667,0.000221033
,,,,,,,,,,,,140.9598,31,0.00021638
,,,,,,,,,,,,141.4602,39.66666667,0.000276873
,,,,,,,,,,,,141.96,33.33333333,0.000232667
,,,,,,,,,,,,142.4598,26.66666667,0.000186133
,,,,,,,,,,,,142.9602,21.33333333,0.000148907
,,,,,,,,,,,,143.46,15.33333333,0.000107027
,,,,,,,,,,,,143.9598,20.33333333,0.000141927
,,,,,,,,,,,,144.4602,23.33333333,0.000162867
,,,,,,,,,,,,144.96,22.66666667,0.000158213
,,,,,,,,,,,,145.4598,27.33333333,0.000190787
,,,,,,,,,,,,145.9602,27.33333333,0.000190787
,,,,,,,,,,,,146.46,26,0.00018148
,,,,,,,,,,,,146.9598,35,0.0002443
,,,,,,,,,,,,147.4602,35,0.0002443
,,,,,,,,,,,,147.96,24.66666667,0.000172173
,,,,,,,,,,,,148.4598,19,0.00013262
,,,,,,,,,,,,148.9602,24.66666667,0.000172173
,,,,,,,,,,,,149.46,31.33333333,0.000218707
,,,,,,,,,,,,149.9598,32.66666667,0.000228013
,,,,,,,,,,,,150.4602,27.33333333,0.000190787
,,,,,,,,,,,,150.96,27.66666667,0.000193113
,,,,,,,,,,,,151.4598,27.66666667,0.000193113
,,,,,,,,,,,,151.9602,27.66666667,0.000193113
,,,,,,,,,,,,152.46,18.66666667,0.000130293
,,,,,,,,,,,,152.9598,20,0.0001396
,,,,,,,,,,,,153.4602,29.66666667,0.000207073
,,,,,,,,,,,,153.96,38.66666667,0.000269893
,,,,,,,,,,,,154.4598,41.66666667,0.000290833
,,,,,,,,,,,,154.9602,41.33333333,0.000288507
,,,,,,,,,,,,155.46,43,0.00030014
,,,,,,,,,,,,155.9598,39.33333333,0.000274547
,,,,,,,,,,,,156.4602,31,0.00021638
,,,,,,,,,,,,156.96,30.66666667,0.000214053
,,,,,,,,,,,,157.4598,21.33333333,0.000148907
,,,,,,,,,,,,157.9602,13,0.00009074
,,,,,,,,,,,,158.46,9.666666667,6.74733E-05
,,,,,,,,,,,,158.9598,11.33333333,7.91067E-05
,,,,,,,,,,,,159.4602,21.33333333,0.000148907
,,,,,,,,,,,,159.96,24,0.00016752
,,,,,,,,,,,,160.4598,25.33333333,0.000176827
,,,,,,,,,,,,160.9602,31,0.00021638
,,,,,,,,,,,,161.46,18.66666667,0.000130293
,,,,,,,,,,,,161.9598,19,0.00013262
,,,,,,,,,,,,162.4602,30.66666667,0.000214053
,,,,,,,,,,,,162.96,32,0.00022336
,,,,,,,,,,,,163.4598,25,0.0001745
,,,,,,,,,,,,163.9602,22.33333333,0.000155887
,,,,,,,,,,,,164.46,25.33333333,0.000176827
,,,,,,,,,,,,164.9598,39,0.00027222
,,,,,,,,,,,,165.4602,36,0.00025128
,,,,,,,,,,,,165.96,37.33333333,0.000260587
,,,,,,,,,,,,166.4598,37.66666667,0.000262913
,,,,,,,,,,,,166.9602,34.66666667,0.000241973
,,,,,,,,,,,,167.46,34,0.00023732
,,,,,,,,,,,,167.9598,39.66666667,0.000276873
,,,,,,,,,,,,168.4602,33.33333333,0.000232667
,,,,,,,,,,,,168.96,26.66666667,0.000186133
,,,,,,,,,,,,169.4598,25,0.0001745
,,,,,,,,,,,,169.9602,28,0.00019544
,,,,,,,,,,,,170.46,38,0.00026524
,,,,,,,,,,,,170.9598,42.66666667,0.000297813
,,,,,,,,,,,,171.4602,40,0.0002792
,,,,,,,,,,,,171.96,31.33333333,0.000218707
,,,,,,,,,,,,172.4598,29.33333333,0.000204747
,,,,,,,,,,,,172.9602,27,0.00018846
,,,,,,,,,,,,173.46,21.33333333,0.000148907
,,,,,,,,,,,,173.9598,17.33333333,0.000120987
,,,,,,,,,,,,174.4602,20.66666667,0.000144253
,,,,,,,,,,,,174.96,15.66666667,0.000109353
,,,,,,,,,,,,175.4598,21,0.00014658
,,,,,,,,,,,,175.9602,25.33333333,0.000176827
,,,,,,,,,,,,176.46,26.33333333,0.000183807
,,,,,,,,,,,,176.9598,36,0.00025128
,,,,,,,,,,,,177.4602,41.33333333,0.000288507
,,,,,,,,,,,,177.96,32,0.00022336
,,,,,,,,,,,,178.4598,21.33333333,0.000148907
,,,,,,,,,,,,178.9602,23.66666667,0.000165193
,,,,,,,,,,,,179.46,23.66666667,0.000165193
,,,,,,,,,,,,179.9598,20,0.0001396
,,,,,,,,,,,,180.4602,22.33333333,0.000155887
,,,,,,,,,,,,180.96,17,0.00011866
,,,,,,,,,,,,181.4598,19,0.00013262
,,,,,,,,,,,,181.9602,25,0.0001745
,,,,,,,,,,,,182.46,27.66666667,0.000193113
,,,,,,,,,,,,182.9598,19.33333333,0.000134947
,,,,,,,,,,,,183.4602,22,0.00015356
,,,,,,,,,,,,183.96,26.66666667,0.000186133
,,,,,,,,,,,,184.4598,27.33333333,0.000190787
,,,,,,,,,,,,184.9602,36,0.00025128
,,,,,,,,,,,,185.46,28,0.00019544
,,,,,,,,,,,,185.9598,24.66666667,0.000172173
,,,,,,,,,,,,186.4602,24,0.00016752
,,,,,,,,,,,,186.96,20.66666667,0.000144253
,,,,,,,,,,,,187.4598,23,0.00016054
,,,,,,,,,,,,187.9602,28,0.00019544
,,,,,,,,,,,,188.46,26,0.00018148
,,,,,,,,,,,,188.9598,24,0.00016752
,,,,,,,,,,,,189.4602,28.66666667,0.000200093
,,,,,,,,,,,,189.96,29.33333333,0.000204747
,,,,,,,,,,,,190.4598,18.33333333,0.000127967
,,,,,,,,,,,,190.9602,9,0.00006282
,,,,,,,,,,,,191.46,15.33333333,0.000107027
,,,,,,,,,,,,191.9598,19,0.00013262
,,,,,,,,,,,,192.4602,17.33333333,0.000120987
,,,,,,,,,,,,192.96,9.666666667,6.74733E-05
,,,,,,,,,,,,193.4598,13.33333333,9.30667E-05
,,,,,,,,,,,,193.9602,8.333333333,5.81667E-05
,,,,,,,,,,,,194.46,7.666666667,5.35133E-05
,,,,,,,,,,,,194.9598,9.666666667,6.74733E-05
,,,,,,,,,,,,195.4602,15.33333333,0.000107027
,,,,,,,,,,,,195.96,18,0.00012564
,,,,,,,,,,,,196.4598,19,0.00013262
,,,,,,,,,,,,196.9602,17.66666667,0.000123313
,,,,,,,,,,,,197.46,12.66666667,8.84133E-05
,,,,,,,,,,,,197.9598,11.33333333,7.91067E-05
,,,,,,,,,,,,198.4602,13.33333333,9.30667E-05
,,,,,,,,,,,,198.96,19,0.00013262
,,,,,,,,,,,,199.4598,19.66666667,0.000137273
,,,,,,,,,,,,199.9602,26.66666667,0.000186133
,,,,,,,,,,,,200.46,31,0.00021638
,,,,,,,,,,,,200.9598,13.66666667,9.53933E-05
,,,,,,,,,,,,201.4602,10.66666667,7.44533E-05
,,,,,,,,,,,,201.96,14.66666667,0.000102373
,,,,,,,,,,,,202.4598,23,0.00016054
,,,,,,,,,,,,202.9602,19,0.00013262
,,,,,,,,,,,,203.46,15.66666667,0.000109353
,,,,,,,,,,,,203.9598,22.33333333,0.000155887
,,,,,,,,,,,,204.4602,23.66666667,0.000165193
,,,,,,,,,,,,204.96,23.66666667,0.000165193
,,,,,,,,,,,,205.4598,22,0.00015356
,,,,,,,,,,,,205.9602,19.33333333,0.000134947
,,,,,,,,,,,,206.46,17.33333333,0.000120987
,,,,,,,,,,,,206.9598,22.66666667,0.000158213
,,,,,,,,,,,,207.4602,21.66666667,0.000151233
,,,,,,,,,,,,207.96,20.66666667,0.000144253
,,,,,,,,,,,,208.4598,11,0.00007678
,,,,,,,,,,,,208.9602,9.666666667,6.74733E-05
,,,,,,,,,,,,209.46,17,0.00011866
,,,,,,,,,,,,209.9598,17.66666667,0.000123313
,,,,,,,,,,,,210.4602,14.66666667,0.000102373
,,,,,,,,,,,,210.96,12.66666667,8.84133E-05
,,,,,,,,,,,,211.4598,10,0.0000698
,,,,,,,,,,,,211.9602,15.66666667,0.000109353
,,,,,,,,,,,,212.46,19,0.00013262
,,,,,,,,,,,,212.9598,10.33333333,7.21267E-05
,,,,,,,,,,,,213.4602,6.333333333,4.42067E-05
,,,,,,,,,,,,213.96,11.66666667,8.14333E-05
,,,,,,,,,,,,214.4598,14.33333333,0.000100047
,,,,,,,,,,,,214.9602,17.66666667,0.000123313
,,,,,,,,,,,,215.46,19.33333333,0.000134947
,,,,,,,,,,,,215.9598,17.66666667,0.000123313
,,,,,,,,,,,,216.4602,20.66666667,0.000144253
,,,,,,,,,,,,216.96,26.33333333,0.000183807
,,,,,,,,,,,,217.4598,35.66666667,0.000248953
,,,,,,,,,,,,217.9602,32.33333333,0.000225687
,,,,,,,,,,,,218.46,23,0.00016054
,,,,,,,,,,,,218.9598,21.66666667,0.000151233
,,,,,,,,,,,,219.4602,33.66666667,0.000234993
,,,,,,,,,,,,219.96,44.33333333,0.000309447
,,,,,,,,,,,,220.4598,45.66666667,0.000318753
,,,,,,,,,,,,220.9602,32.33333333,0.000225687
,,,,,,,,,,,,221.46,26,0.00018148
,,,,,,,,,,,,221.9598,32.66666667,0.000228013
,,,,,,,,,,,,222.4602,35.66666667,0.000248953
,,,,,,,,,,,,222.96,26.66666667,0.000186133
,,,,,,,,,,,,223.4598,21,0.00014658
,,,,,,,,,,,,223.9602,27.66666667,0.000193113
,,,,,,,,,,,,224.46,32.33333333,0.000225687
,,,,,,,,,,,,224.9598,26.33333333,0.000183807
,,,,,,,,,,,,225.4602,27.66666667,0.000193113
,,,,,,,,,,,,225.96,25.33333333,0.000176827
,,,,,,,,,,,,226.4598,23,0.00016054
,,,,,,,,,,,,226.9602,24,0.00016752
,,,,,,,,,,,,227.46,27.66666667,0.000193113
,,,,,,,,,,,,227.9598,19,0.00013262
,,,,,,,,,,,,228.4602,9.333333333,6.51467E-05
,,,,,,,,,,,,228.96,12.33333333,8.60867E-05
,,,,,,,,,,,,229.4598,27.33333333,0.000190787
,,,,,,,,,,,,229.9602,32.33333333,0.000225687
,,,,,,,,,,,,230.46,31.33333333,0.000218707
,,,,,,,,,,,,230.9598,24.66666667,0.000172173
,,,,,,,,,,,,231.4602,26,0.00018148
,,,,,,,,,,,,231.96,37.33333333,0.000260587
,,,,,,,,,,,,232.4598,29.66666667,0.000207073
,,,,,,,,,,,,232.9602,23,0.00016054
,,,,,,,,,,,,233.46,27.33333333,0.000190787
,,,,,,,,,,,,233.9598,26.33333333,0.000183807
,,,,,,,,,,,,234.4602,22,0.00015356
,,,,,,,,,,,,234.96,21,0.00014658
,,,,,,,,,,,,235.4598,27.33333333,0.000190787
,,,,,,,,,,,,235.9602,25,0.0001745
,,,,,,,,,,,,236.46,29,0.00020242
,,,,,,,,,,,,236.9598,37,0.00025826
,,,,,,,,,,,,237.4602,45,0.0003141
,,,,,,,,,,,,237.96,42.66666667,0.000297813
,,,,,,,,,,,,238.4598,40,0.0002792
,,,,,,,,,,,,238.9602,38.66666667,0.000269893
,,,,,,,,,,,,239.46,33.33333333,0.000232667
,,,,,,,,,,,,239.9598,28.33333333,0.000197767
,,,,,,,,,,,,240.4602,21.33333333,0.000148907
,,,,,,,,,,,,240.96,14,0.00009772
,,,,,,,,,,,,241.4598,15.33333333,0.000107027
,,,,,,,,,,,,241.9602,25.66666667,0.000179153
,,,,,,,,,,,,242.46,29.66666667,0.000207073
,,,,,,,,,,,,242.9598,33.66666667,0.000234993
,,,,,,,,,,,,243.4602,22.66666667,0.000158213
,,,,,,,,,,,,243.96,24.66666667,0.000172173
,,,,,,,,,,,,244.4598,27,0.00018846
,,,,,,,,,,,,244.9602,19,0.00013262
,,,,,,,,,,,,245.46,24,0.00016752
,,,,,,,,,,,,245.9598,27.33333333,0.000190787
,,,,,,,,,,,,246.4602,22.66666667,0.000158213
,,,,,,,,,,,,246.96,1.70E+01,0.00011866
,,,,,,,,,,,,247.4598,1.30E+01,0.00009074
