Z[m],d[m],Q[mL/min],e[-],CA0[g/L],CB0[g/L],Vinject[uL],Hint[-],kint[1/s],Kint[1/s],ObsSigma[mV],magnification,t[s],I[mV],C[g/L]
,,,,,,,,,,,,1437.4602,266,0.00185668
,,,,,,,,,,,,1437.96,262.3333333,0.001831087
,,,,,,,,,,,,1438.4598,257,0.00179386
,,,,,,,,,,,,1438.9602,259,0.00180782
,,,,,,,,,,,,1439.46,269,0.00187762
,,,,,,,,,,,,1439.9598,267.6666667,0.001868313
,,,,,,,,,,,,1440.4602,265,0.0018497
,,,,,,,,,,,,1440.96,265.3333333,0.001852027
,,,,,,,,,,,,1441.4598,262,0.00182876
,,,,,,,,,,,,1441.9602,255,0.0017799
,,,,,,,,,,,,1442.46,251.3333333,0.001754307
,,,,,,,,,,,,1442.9598,248.3333333,0.001733367
,,,,,,,,,,,,1443.4602,249.6666667,0.001742673
,,,,,,,,,,,,1443.96,256.3333333,0.001789207
,,,,,,,,,,,,1444.4598,255.6666667,0.001784553
,,,,,,,,,,,,1444.9602,259,0.00180782
,,,,,,,,,,,,1445.46,265,0.0018497
,,,,,,,,,,,,1445.9598,260.3333333,0.001817127
,,,,,,,,,,,,1446.4602,264.3333333,0.001845047
,,,,,,,,,,,,1446.96,260.6666667,0.001819453
,,,,,,,,,,,,1447.4598,258.3333333,0.001803167
,,,,,,,,,,,,1447.9602,256.3333333,0.001789207
,,,,,,,,,,,,1448.46,257,0.00179386
,,,,,,,,,,,,1448.9598,261.3333333,0.001824107
,,,,,,,,,,,,1449.4602,262,0.00182876
,,,,,,,,,,,,1449.96,254.6666667,0.001777573
,,,,,,,,,,,,1450.4598,257,0.00179386
,,,,,,,,,,,,1450.9602,254.3333333,0.001775247
,,,,,,,,,,,,1451.46,252,0.00175896
,,,,,,,,,,,,1451.9598,253,0.00176594
,,,,,,,,,,,,1452.4602,253,0.00176594
,,,,,,,,,,,,1452.96,257,0.00179386
,,,,,,,,,,,,1453.4598,260.6666667,0.001819453
,,,,,,,,,,,,1453.9602,264,0.00184272
,,,,,,,,,,,,1454.46,265,0.0018497
,,,,,,,,,,,,1454.9598,264,0.00184272
,,,,,,,,,,,,1455.4602,258,0.00180084
,,,,,,,,,,,,1455.96,252.6666667,0.001763613
,,,,,,,,,,,,1456.4598,256,0.00178688
,,,,,,,,,,,,1456.9602,251.3333333,0.001754307
,,,,,,,,,,,,1457.46,251.6666667,0.001756633
,,,,,,,,,,,,1457.9598,247.6666667,0.001728713
,,,,,,,,,,,,1458.4602,253.3333333,0.001768267
,,,,,,,,,,,,1458.96,254,0.00177292
,,,,,,,,,,,,1459.4598,249.3333333,0.001740347
,,,,,,,,,,,,1459.9602,243.3333333,0.001698467
,,,,,,,,,,,,1460.46,249,0.00173802
,,,,,,,,,,,,1460.9598,251.6666667,0.001756633
,,,,,,,,,,,,1461.4602,258.6666667,0.001805493
,,,,,,,,,,,,1461.96,267.6666667,0.001868313
,,,,,,,,,,,,1462.4598,270.6666667,0.001889253
,,,,,,,,,,,,1462.9602,270,0.0018846
,,,,,,,,,,,,1463.46,265.3333333,0.001852027
,,,,,,,,,,,,1463.9598,261.6666667,0.001826433
,,,,,,,,,,,,1464.4602,257.6666667,0.001798513
,,,,,,,,,,,,1464.96,257,0.00179386
,,,,,,,,,,,,1465.4598,258,0.00180084
,,,,,,,,,,,,1465.9602,254.3333333,0.001775247
,,,,,,,,,,,,1466.46,251.6666667,0.001756633
,,,,,,,,,,,,1466.9598,252,0.00175896
,,,,,,,,,,,,1467.4602,253.3333333,0.001768267
,,,,,,,,,,,,1467.96,261.6666667,0.001826433
,,,,,,,,,,,,1468.4598,258.3333333,0.001803167
,,,,,,,,,,,,1468.9602,253,0.00176594
,,,,,,,,,,,,1469.46,256.6666667,0.001791533
,,,,,,,,,,,,1469.9598,260.6666667,0.001819453
,,,,,,,,,,,,1470.4602,257.3333333,0.001796187
,,,,,,,,,,,,1470.96,249.6666667,0.001742673
,,,,,,,,,,,,1471.4598,252,0.00175896
,,,,,,,,,,,,1471.9602,262.6666667,0.001833413
,,,,,,,,,,,,1472.46,261,0.00182178
,,,,,,,,,,,,1472.9598,254,0.00177292
,,,,,,,,,,,,1473.4602,246.6666667,0.001721733
,,,,,,,,,,,,1473.96,242.3333333,0.001691487
,,,,,,,,,,,,1474.4598,243.3333333,0.001698467
,,,,,,,,,,,,1474.9602,255.3333333,0.001782227
,,,,,,,,,,,,1475.46,266,0.00185668
