Z[m],d[m],Q[mL/min],e[-],CA0[g/L],CB0[g/L],Vinject[uL],Hint[-],kint[1/s],Kint[1/s],ObsSigma[mV],magnification,t[s],I[mV],C[g/L]
0.25,0.01,1,0.397,0,250,100,0.530002133,0.08218132,0.02626444,53.9480196,7.11E-06,0,0,0
,,,,,,,,,,,,0.4602,1.27E+01,0.000090297
,,,,,,,,,,,,0.96,1.73E+01,0.000123003
,,,,,,,,,,,,1.4598,1.03E+01,0.000073233
,,,,,,,,,,,,1.9602,6.33E+00,4.50063E-05
,,,,,,,,,,,,2.46,9.67E+00,6.87537E-05
,,,,,,,,,,,,2.9598,1.23E+01,0.000087453
,,,,,,,,,,,,3.4602,9.67E+00,6.87537E-05
,,,,,,,,,,,,3.96,1.37E+01,0.000097407
,,,,,,,,,,,,4.4598,1.30E+01,0.00009243
,,,,,,,,,,,,4.9602,1.63E+01,0.000115893
,,,,,,,,,,,,5.46,2.00E+01,0.0001422
,,,,,,,,,,,,5.9598,1.57E+01,0.000111627
,,,,,,,,,,,,6.4602,1.03E+01,0.000073233
,,,,,,,,,,,,6.96,7.67E+00,5.45337E-05
,,,,,,,,,,,,7.4598,9.33E+00,6.63363E-05
,,,,,,,,,,,,7.9602,5.33E+00,3.78963E-05
,,,,,,,,,,,,8.46,4.00E+00,0.00002844
,,,,,,,,,,,,8.9598,2.00E+00,0.00001422
,,,,,,,,,,,,9.4602,4.00E+00,0.00002844
,,,,,,,,,,,,9.96,8.33E+00,5.92263E-05
,,,,,,,,,,,,10.4598,5.33E+00,3.78963E-05
,,,,,,,,,,,,10.9602,9.00E+00,0.00006399
,,,,,,,,,,,,11.46,5.33E+00,3.78963E-05
,,,,,,,,,,,,11.9598,1.67E+00,1.18737E-05
,,,,,,,,,,,,12.4602,1.00E+00,0.00000711
,,,,,,,,,,,,12.96,3.33E+00,2.36763E-05
,,,,,,,,,,,,13.4598,6.00E+00,0.00004266
,,,,,,,,,,,,13.9602,6.00E+00,0.00004266
,,,,,,,,,,,,14.46,2.00E+00,0.00001422
,,,,,,,,,,,,14.9598,1.33E+00,9.4563E-06
,,,,,,,,,,,,15.4602,0.00E+00,0
,,,,,,,,,,,,15.96,0.00E+00,0
,,,,,,,,,,,,16.4598,0.00E+00,0
,,,,,,,,,,,,16.9602,0.00E+00,0
,,,,,,,,,,,,17.46,2.00E+00,0.00001422
,,,,,,,,,,,,17.9598,4.00E+00,0.00002844
,,,,,,,,,,,,18.4602,9.00E+00,0.00006399
,,,,,,,,,,,,18.96,6.33E+00,4.50063E-05
,,,,,,,,,,,,19.4598,7.33E+00,5.21163E-05
,,,,,,,,,,,,19.9602,1.27E+01,0.000090297
,,,,,,,,,,,,20.46,8.33E+00,5.92263E-05
,,,,,,,,,,,,20.9598,1.03E+01,0.000073233
,,,,,,,,,,,,21.4602,2.33E+00,1.65663E-05
,,,,,,,,,,,,21.96,3.33E+00,2.36763E-05
,,,,,,,,,,,,22.4598,1.33E+00,9.4563E-06
,,,,,,,,,,,,22.9602,7.33E+00,5.21163E-05
,,,,,,,,,,,,23.46,6.00E+00,0.00004266
,,,,,,,,,,,,23.9598,7.33E+00,5.21163E-05
,,,,,,,,,,,,24.4602,5.00E+00,0.00003555
,,,,,,,,,,,,24.96,3.33E-01,2.36763E-06
,,,,,,,,,,,,25.4598,1.67E+00,1.18737E-05
,,,,,,,,,,,,25.9602,3.33E-01,2.36763E-06
,,,,,,,,,,,,26.46,1.33E+00,9.4563E-06
,,,,,,,,,,,,26.9598,0.00E+00,0
,,,,,,,,,,,,27.4602,0.00E+00,0
,,,,,,,,,,,,27.96,0.00E+00,0
,,,,,,,,,,,,28.4598,0.00E+00,0
,,,,,,,,,,,,28.9602,0.00E+00,0
,,,,,,,,,,,,29.46,0.00E+00,0
,,,,,,,,,,,,29.9598,0.00E+00,0
,,,,,,,,,,,,30.4602,0.00E+00,0
,,,,,,,,,,,,30.96,0.00E+00,0
,,,,,,,,,,,,31.4598,0.00E+00,0
,,,,,,,,,,,,31.9602,1.67E+00,1.18737E-05
,,,,,,,,,,,,32.46,8.00E+00,0.00005688
,,,,,,,,,,,,32.9598,0.00E+00,0
,,,,,,,,,,,,33.4602,0.00E+00,0
,,,,,,,,,,,,33.96,0.00E+00,0
,,,,,,,,,,,,34.4598,0.00E+00,0
,,,,,,,,,,,,34.9602,0.00E+00,0
,,,,,,,,,,,,35.46,0.00E+00,0
,,,,,,,,,,,,35.9598,0.00E+00,0
,,,,,,,,,,,,36.4602,1.00E+00,0.00000711
,,,,,,,,,,,,36.96,0.00E+00,0
,,,,,,,,,,,,37.4598,6.67E-01,4.74237E-06
,,,,,,,,,,,,37.9602,2.00E+00,0.00001422
,,,,,,,,,,,,38.46,4.00E+00,0.00002844
,,,,,,,,,,,,38.9598,4.67E+00,3.32037E-05
,,,,,,,,,,,,39.4602,4.00E+00,0.00002844
,,,,,,,,,,,,39.96,6.33E+00,4.50063E-05
,,,,,,,,,,,,40.4598,3.33E+00,2.36763E-05
,,,,,,,,,,,,40.9602,1.33E+00,9.4563E-06
,,,,,,,,,,,,41.46,3.33E-01,2.36763E-06
,,,,,,,,,,,,41.9598,5.67E+00,4.03137E-05
,,,,,,,,,,,,42.4602,3.00E+00,0.00002133
,,,,,,,,,,,,42.96,1.33E+00,9.4563E-06
,,,,,,,,,,,,43.4598,2.00E+00,0.00001422
,,,,,,,,,,,,43.9602,5.00E+00,0.00003555
,,,,,,,,,,,,44.46,7.33E+00,5.21163E-05
,,,,,,,,,,,,44.9598,7.67E+00,5.45337E-05
,,,,,,,,,,,,45.4602,5.67E+00,4.03137E-05
,,,,,,,,,,,,45.96,4.67E+00,3.32037E-05
,,,,,,,,,,,,46.4598,7.00E+00,0.00004977
,,,,,,,,,,,,46.9602,9.00E+00,0.00006399
,,,,,,,,,,,,47.46,7.67E+00,5.45337E-05
,,,,,,,,,,,,47.9598,7.67E+00,5.45337E-05
,,,,,,,,,,,,48.4602,6.33E+00,4.50063E-05
,,,,,,,,,,,,48.96,2.33E+00,1.65663E-05
,,,,,,,,,,,,49.4598,1.00E+00,0.00000711
,,,,,,,,,,,,49.9602,0.00E+00,0
,,,,,,,,,,,,50.46,3.33E-01,2.36763E-06
,,,,,,,,,,,,50.9598,1.33E+00,9.4563E-06
,,,,,,,,,,,,51.4602,0.00E+00,0
,,,,,,,,,,,,51.96,0.00E+00,0
,,,,,,,,,,,,52.4598,3.67E+00,2.60937E-05
,,,,,,,,,,,,52.9602,3.33E+00,2.36763E-05
,,,,,,,,,,,,53.46,2.67E+00,1.89837E-05
,,,,,,,,,,,,53.9598,4.00E+00,0.00002844
,,,,,,,,,,,,54.4602,5.33E+00,3.78963E-05
,,,,,,,,,,,,54.96,1.40E+01,0.00009954
,,,,,,,,,,,,55.4598,1.33E+01,0.000094563
,,,,,,,,,,,,55.9602,5.00E+00,0.00003555
,,,,,,,,,,,,56.46,1.33E+00,9.4563E-06
,,,,,,,,,,,,56.9598,0.00E+00,0
,,,,,,,,,,,,57.4602,1.13E+01,0.000080343
,,,,,,,,,,,,57.96,7.33E+00,5.21163E-05
,,,,,,,,,,,,58.4598,3.33E+00,2.36763E-05
,,,,,,,,,,,,58.9602,1.57E+01,0.000111627
,,,,,,,,,,,,59.46,1.87E+01,0.000132957
,,,,,,,,,,,,59.9598,0.00E+00,0
,,,,,,,,,,,,60.4602,9.00E+00,0.00006399
,,,,,,,,,,,,60.96,1.33E+01,0.000094563
,,,,,,,,,,,,61.4598,1.60E+01,0.00011376
,,,,,,,,,,,,61.9602,1.17E+01,0.000083187
,,,,,,,,,,,,62.46,6.67E+00,4.74237E-05
,,,,,,,,,,,,62.9598,5.33E+00,3.78963E-05
,,,,,,,,,,,,63.4602,5.33E+00,3.78963E-05
,,,,,,,,,,,,63.96,5.33E+00,3.78963E-05
,,,,,,,,,,,,64.4598,2.67E+00,1.89837E-05
,,,,,,,,,,,,64.9602,1.73E+01,0.000123003
,,,,,,,,,,,,65.46,1.00E+01,0.0000711
,,,,,,,,,,,,65.9598,0.00E+00,0
,,,,,,,,,,,,66.4602,3.33E+00,2.36763E-05
,,,,,,,,,,,,66.96,1.67E+01,0.000118737
,,,,,,,,,,,,67.4598,1.20E+01,0.00008532
,,,,,,,,,,,,67.9602,5.33E+00,3.78963E-05
,,,,,,,,,,,,68.46,8.00E+00,0.00005688
,,,,,,,,,,,,68.9598,1.07E+01,0.000076077
,,,,,,,,,,,,69.4602,3.33E+00,2.36763E-05
,,,,,,,,,,,,69.96,4.67E+00,3.32037E-05
,,,,,,,,,,,,70.4598,4.33E+00,3.07863E-05
,,,,,,,,,,,,70.9602,1.00E+01,0.0000711
,,,,,,,,,,,,71.46,1.90E+01,0.00013509
,,,,,,,,,,,,71.9598,2.03E+01,0.000144333
,,,,,,,,,,,,72.4602,1.23E+01,0.000087453
,,,,,,,,,,,,72.96,0.00E+00,0
,,,,,,,,,,,,73.4598,4.67E+00,3.32037E-05
,,,,,,,,,,,,73.9602,7.33E+00,5.21163E-05
,,,,,,,,,,,,74.46,6.33E+00,4.50063E-05
,,,,,,,,,,,,74.9598,2.00E+00,0.00001422
,,,,,,,,,,,,75.4602,3.67E+00,2.60937E-05
,,,,,,,,,,,,75.96,5.67E+00,4.03137E-05
,,,,,,,,,,,,76.4598,4.33E+00,3.07863E-05
,,,,,,,,,,,,76.9602,0.00E+00,0
,,,,,,,,,,,,77.46,0.00E+00,0
,,,,,,,,,,,,77.9598,3.33E+00,2.36763E-05
,,,,,,,,,,,,78.4602,2.33E+00,1.65663E-05
,,,,,,,,,,,,78.96,1.00E+00,0.00000711
,,,,,,,,,,,,79.4598,4.00E+00,0.00002844
,,,,,,,,,,,,79.9602,0.00E+00,0
,,,,,,,,,,,,80.46,0.00E+00,0
,,,,,,,,,,,,80.9598,0.00E+00,0
,,,,,,,,,,,,81.4602,4.00E+00,0.00002844
,,,,,,,,,,,,81.96,1.07E+01,0.000076077
,,,,,,,,,,,,82.4598,2.13E+01,0.000151443
,,,,,,,,,,,,82.9602,1.77E+01,0.000125847
,,,,,,,,,,,,83.46,2.10E+01,0.00014931
,,,,,,,,,,,,83.9598,9.33E+00,6.63363E-05
,,,,,,,,,,,,84.4602,6.67E-01,4.74237E-06
,,,,,,,,,,,,84.96,0.00E+00,0
,,,,,,,,,,,,85.4598,6.67E-01,4.74237E-06
,,,,,,,,,,,,85.9602,1.00E+00,0.00000711
,,,,,,,,,,,,86.46,9.33E+00,6.63363E-05
,,,,,,,,,,,,86.9598,3.33E+00,2.36763E-05
,,,,,,,,,,,,87.4602,6.00E+00,0.00004266
,,,,,,,,,,,,87.96,1.53E+01,0.000108783
,,,,,,,,,,,,88.4598,1.27E+01,0.000090297
,,,,,,,,,,,,88.9602,4.67E+00,3.32037E-05
,,,,,,,,,,,,89.46,2.33E+00,1.65663E-05
,,,,,,,,,,,,89.9598,1.00E+00,0.00000711
,,,,,,,,,,,,90.4602,0.00E+00,0
,,,,,,,,,,,,90.96,0.00E+00,0
,,,,,,,,,,,,91.4598,0.00E+00,0
,,,,,,,,,,,,91.9602,3.33E+00,2.36763E-05
,,,,,,,,,,,,92.46,1.90E+01,0.00013509
,,,,,,,,,,,,92.9598,7.00E+00,0.00004977
,,,,,,,,,,,,93.4602,7.00E+00,0.00004977
,,,,,,,,,,,,93.96,8.33E+00,5.92263E-05
,,,,,,,,,,,,94.4598,5.33E+00,3.78963E-05
,,,,,,,,,,,,94.9602,1.00E+01,0.0000711
,,,,,,,,,,,,95.46,9.33E+00,6.63363E-05
,,,,,,,,,,,,95.9598,4.67E+00,3.32037E-05
,,,,,,,,,,,,96.4602,5.67E+00,4.03137E-05
,,,,,,,,,,,,96.96,2.33E+00,1.65663E-05
,,,,,,,,,,,,97.4598,2.67E+00,1.89837E-05
,,,,,,,,,,,,97.9602,4.00E+00,0.00002844
,,,,,,,,,,,,98.46,4.00E+00,0.00002844
,,,,,,,,,,,,98.9598,1.00E+00,0.00000711
,,,,,,,,,,,,99.4602,2.33E+00,1.65663E-05
,,,,,,,,,,,,99.96,4.67E+00,3.32037E-05
,,,,,,,,,,,,100.4598,7.33E+00,5.21163E-05
,,,,,,,,,,,,100.9602,7.33E+00,5.21163E-05
,,,,,,,,,,,,101.46,4.00E+00,0.00002844
,,,,,,,,,,,,101.9598,2.00E+00,0.00001422
,,,,,,,,,,,,102.4602,2.33E+00,1.65663E-05
,,,,,,,,,,,,102.96,1.33E+00,9.4563E-06
,,,,,,,,,,,,103.4598,3.67E+00,2.60937E-05
,,,,,,,,,,,,103.9602,3.67E+00,2.60937E-05
,,,,,,,,,,,,104.46,6.67E-01,4.74237E-06
,,,,,,,,,,,,104.9598,1.00E+00,0.00000711
,,,,,,,,,,,,105.4602,1.33E+00,9.4563E-06
,,,,,,,,,,,,105.96,7.00E+00,0.00004977
,,,,,,,,,,,,106.4598,9.67E+00,6.87537E-05
,,,,,,,,,,,,106.9602,8.33E+00,5.92263E-05
,,,,,,,,,,,,107.46,9.00E+00,0.00006399
,,,,,,,,,,,,107.9598,6.33E+00,4.50063E-05
,,,,,,,,,,,,108.4602,1.30E+01,0.00009243
,,,,,,,,,,,,108.96,1.80E+01,0.00012798
,,,,,,,,,,,,109.4598,1.17E+01,0.000083187
,,,,,,,,,,,,109.9602,9.00E+00,0.00006399
,,,,,,,,,,,,110.46,6.00E+00,0.00004266
,,,,,,,,,,,,110.9598,6.67E+00,4.74237E-05
,,,,,,,,,,,,111.4602,7.67E+00,5.45337E-05
,,,,,,,,,,,,111.96,8.33E+00,5.92263E-05
,,,,,,,,,,,,112.4598,1.17E+01,0.000083187
,,,,,,,,,,,,112.9602,1.13E+01,0.000080343
,,,,,,,,,,,,113.46,1.00E+01,0.0000711
,,,,,,,,,,,,113.9598,9.33E+00,6.63363E-05
,,,,,,,,,,,,114.4602,9.00E+00,0.00006399
,,,,,,,,,,,,114.96,5.33E+00,3.78963E-05
,,,,,,,,,,,,115.4598,1.67E+00,1.18737E-05
,,,,,,,,,,,,115.9602,0.00E+00,0
,,,,,,,,,,,,116.46,0.00E+00,0
,,,,,,,,,,,,116.9598,0.00E+00,0
,,,,,,,,,,,,117.4602,2.67E+00,1.89837E-05
,,,,,,,,,,,,117.96,5.33E+00,3.78963E-05
,,,,,,,,,,,,118.4598,6.33E+00,4.50063E-05
,,,,,,,,,,,,118.9602,1.67E+00,1.18737E-05
,,,,,,,,,,,,119.46,0.00E+00,0
,,,,,,,,,,,,119.9598,4.67E+00,3.32037E-05
,,,,,,,,,,,,120.4602,6.33E+00,4.50063E-05
,,,,,,,,,,,,120.96,5.00E+00,0.00003555
,,,,,,,,,,,,121.4598,6.33E+00,4.50063E-05
,,,,,,,,,,,,121.9602,3.67E+00,2.60937E-05
,,,,,,,,,,,,122.46,5.00E+00,0.00003555
,,,,,,,,,,,,122.9598,2.33E+00,1.65663E-05
,,,,,,,,,,,,123.4602,0.00E+00,0
,,,,,,,,,,,,123.96,0.00E+00,0
,,,,,,,,,,,,124.4598,0.00E+00,0
,,,,,,,,,,,,124.9602,0.00E+00,0
,,,,,,,,,,,,125.46,0.00E+00,0
,,,,,,,,,,,,125.9598,1.13E+01,0.000080343
,,,,,,,,,,,,126.4602,2.13E+01,0.000151443
,,,,,,,,,,,,126.96,1.07E+01,0.000076077
,,,,,,,,,,,,127.4598,9.33E+00,6.63363E-05
,,,,,,,,,,,,127.9602,1.43E+01,0.000101673
,,,,,,,,,,,,128.46,2.07E+01,0.000147177
,,,,,,,,,,,,128.9598,1.13E+01,0.000080343
,,,,,,,,,,,,129.4602,3.67E+00,2.60937E-05
,,,,,,,,,,,,129.96,1.00E+00,0.00000711
,,,,,,,,,,,,130.4598,6.67E-01,4.74237E-06
,,,,,,,,,,,,130.9602,0.00E+00,0
,,,,,,,,,,,,131.46,0.00E+00,0
,,,,,,,,,,,,131.9598,3.67E+00,2.60937E-05
,,,,,,,,,,,,132.4602,4.00E+00,0.00002844
,,,,,,,,,,,,132.96,3.67E+00,2.60937E-05
,,,,,,,,,,,,133.4598,0.00E+00,0
,,,,,,,,,,,,133.9602,3.33E+00,2.36763E-05
,,,,,,,,,,,,134.46,4.67E+00,3.32037E-05
,,,,,,,,,,,,134.9598,5.00E+00,0.00003555
,,,,,,,,,,,,135.4602,4.67E+00,3.32037E-05
,,,,,,,,,,,,135.96,6.67E+00,4.74237E-05
,,,,,,,,,,,,136.4598,7.00E+00,0.00004977
,,,,,,,,,,,,136.9602,6.33E+00,4.50063E-05
,,,,,,,,,,,,137.46,4.67E+00,3.32037E-05
,,,,,,,,,,,,137.9598,9.00E+00,0.00006399
,,,,,,,,,,,,138.4602,3.67E+00,2.60937E-05
,,,,,,,,,,,,138.96,4.33E+00,3.07863E-05
,,,,,,,,,,,,139.4598,1.10E+01,0.00007821
,,,,,,,,,,,,139.9602,1.63E+01,0.000115893
,,,,,,,,,,,,140.46,1.50E+01,0.00010665
,,,,,,,,,,,,140.9598,8.00E+00,0.00005688
,,,,,,,,,,,,141.4602,2.00E+00,0.00001422
,,,,,,,,,,,,141.96,3.00E+00,0.00002133
,,,,,,,,,,,,142.4598,6.67E-01,4.74237E-06
,,,,,,,,,,,,142.9602,0.00E+00,0
,,,,,,,,,,,,143.46,0.00E+00,0
,,,,,,,,,,,,143.9598,3.67E+00,2.60937E-05
,,,,,,,,,,,,144.4602,5.33E+00,3.78963E-05
,,,,,,,,,,,,144.96,7.33E+00,5.21163E-05
,,,,,,,,,,,,145.4598,1.30E+01,0.00009243
,,,,,,,,,,,,145.9602,5.00E+00,0.00003555
,,,,,,,,,,,,146.46,8.67E+00,6.16437E-05
,,,,,,,,,,,,146.9598,1.23E+01,0.000087453
,,,,,,,,,,,,147.4602,8.00E+00,0.00005688
,,,,,,,,,,,,147.96,7.33E+00,5.21163E-05
,,,,,,,,,,,,148.4598,8.67E+00,6.16437E-05
,,,,,,,,,,,,148.9602,5.67E+00,4.03137E-05
,,,,,,,,,,,,149.46,2.00E+00,0.00001422
,,,,,,,,,,,,149.9598,0.00E+00,0
,,,,,,,,,,,,150.4602,0.00E+00,0
,,,,,,,,,,,,150.96,0.00E+00,0
,,,,,,,,,,,,151.4598,0.00E+00,0
,,,,,,,,,,,,151.9602,0.00E+00,0
,,,,,,,,,,,,152.46,0.00E+00,0
,,,,,,,,,,,,152.9598,0.00E+00,0
,,,,,,,,,,,,153.4602,9.00E+00,0.00006399
,,,,,,,,,,,,153.96,5.33E+00,3.78963E-05
,,,,,,,,,,,,154.4598,2.00E+00,0.00001422
,,,,,,,,,,,,154.9602,1.00E+00,0.00000711
,,,,,,,,,,,,155.46,6.67E-01,4.74237E-06
,,,,,,,,,,,,155.9598,1.33E+00,9.4563E-06
,,,,,,,,,,,,156.4602,6.00E+00,0.00004266
,,,,,,,,,,,,156.96,7.67E+00,5.45337E-05
,,,,,,,,,,,,157.4598,9.67E+00,6.87537E-05
,,,,,,,,,,,,157.9602,2.00E+00,0.00001422
,,,,,,,,,,,,158.46,0.00E+00,0
,,,,,,,,,,,,158.9598,5.67E+00,4.03137E-05
,,,,,,,,,,,,159.4602,2.33E+00,1.65663E-05
,,,,,,,,,,,,159.96,2.33E+00,1.65663E-05
,,,,,,,,,,,,160.4598,7.00E+00,0.00004977
,,,,,,,,,,,,160.9602,6.33E+00,4.50063E-05
,,,,,,,,,,,,161.46,3.67E+00,2.60937E-05
,,,,,,,,,,,,161.9598,2.33E+00,1.65663E-05
,,,,,,,,,,,,162.4602,0.00E+00,0
,,,,,,,,,,,,162.96,8.33E+00,5.92263E-05
,,,,,,,,,,,,163.4598,9.00E+00,0.00006399
,,,,,,,,,,,,163.9602,2.00E+00,0.00001422
,,,,,,,,,,,,164.46,7.33E+00,5.21163E-05
,,,,,,,,,,,,164.9598,2.00E+00,0.00001422
,,,,,,,,,,,,165.4602,4.00E+00,0.00002844
,,,,,,,,,,,,165.96,1.70E+01,0.00012087
,,,,,,,,,,,,166.4598,1.63E+01,0.000115893
,,,,,,,,,,,,166.9602,1.60E+01,0.00011376
,,,,,,,,,,,,167.46,1.33E+01,0.000094563
,,,,,,,,,,,,167.9598,1.00E+01,0.0000711
,,,,,,,,,,,,168.4602,1.27E+01,0.000090297
,,,,,,,,,,,,168.96,1.43E+01,0.000101673
,,,,,,,,,,,,169.4598,6.67E+00,4.74237E-05
,,,,,,,,,,,,169.9602,8.67E+00,6.16437E-05
,,,,,,,,,,,,170.46,3.33E-01,2.36763E-06
,,,,,,,,,,,,170.9598,1.67E+00,1.18737E-05
,,,,,,,,,,,,171.4602,4.33E+00,3.07863E-05
,,,,,,,,,,,,171.96,1.27E+01,0.000090297
,,,,,,,,,,,,172.4598,1.73E+01,0.000123003
,,,,,,,,,,,,172.9602,1.67E+01,0.000118737
,,,,,,,,,,,,173.46,1.80E+01,0.00012798
,,,,,,,,,,,,173.9598,1.37E+01,0.000097407
,,,,,,,,,,,,174.4602,8.00E+00,0.00005688
,,,,,,,,,,,,174.96,7.33E+00,5.21163E-05
,,,,,,,,,,,,175.4598,7.00E+00,0.00004977
,,,,,,,,,,,,175.9602,3.33E-01,2.36763E-06
,,,,,,,,,,,,176.46,2.33E+00,1.65663E-05
,,,,,,,,,,,,176.9598,4.33E+00,3.07863E-05
,,,,,,,,,,,,177.4602,2.00E+00,0.00001422
,,,,,,,,,,,,177.96,0.00E+00,0
,,,,,,,,,,,,178.4598,0.00E+00,0
,,,,,,,,,,,,178.9602,0.00E+00,0
,,,,,,,,,,,,179.46,4.67E+00,3.32037E-05
,,,,,,,,,,,,179.9598,6.33E+00,4.50063E-05
,,,,,,,,,,,,180.4602,9.00E+00,0.00006399
,,,,,,,,,,,,180.96,9.00E+00,0.00006399
,,,,,,,,,,,,181.4598,7.00E+00,0.00004977
,,,,,,,,,,,,181.9602,9.00E+00,0.00006399
,,,,,,,,,,,,182.46,5.00E+00,0.00003555
,,,,,,,,,,,,182.9598,6.33E+00,4.50063E-05
,,,,,,,,,,,,183.4602,0.00E+00,0
,,,,,,,,,,,,183.96,0.00E+00,0
,,,,,,,,,,,,184.4598,0.00E+00,0
,,,,,,,,,,,,184.9602,1.33E+00,9.4563E-06
,,,,,,,,,,,,185.46,8.00E+00,0.00005688
,,,,,,,,,,,,185.9598,1.03E+01,0.000073233
,,,,,,,,,,,,186.4602,7.00E+00,0.00004977
,,,,,,,,,,,,186.96,5.33E+00,3.78963E-05
,,,,,,,,,,,,187.4598,7.33E+00,5.21163E-05
,,,,,,,,,,,,187.9602,6.33E+00,4.50063E-05
,,,,,,,,,,,,188.46,3.00E+00,0.00002133
,,,,,,,,,,,,188.9598,1.67E+00,1.18737E-05
,,,,,,,,,,,,189.4602,3.33E-01,2.36763E-06
,,,,,,,,,,,,189.96,2.67E+00,1.89837E-05
,,,,,,,,,,,,190.4598,3.33E+00,2.36763E-05
,,,,,,,,,,,,190.9602,4.33E+00,3.07863E-05
,,,,,,,,,,,,191.46,6.00E+00,0.00004266
,,,,,,,,,,,,191.9598,5.67E+00,4.03137E-05
,,,,,,,,,,,,192.4602,9.33E+00,6.63363E-05
,,,,,,,,,,,,192.96,1.00E+01,0.0000711
,,,,,,,,,,,,193.4598,8.33E+00,5.92263E-05
,,,,,,,,,,,,193.9602,2.33E+00,1.65663E-05
,,,,,,,,,,,,194.46,0.00E+00,0
,,,,,,,,,,,,194.9598,0.00E+00,0
,,,,,,,,,,,,195.4602,1.00E+00,0.00000711
,,,,,,,,,,,,195.96,0.00E+00,0
,,,,,,,,,,,,196.4598,0.00E+00,0
,,,,,,,,,,,,196.9602,0.00E+00,0
,,,,,,,,,,,,197.46,0.00E+00,0
,,,,,,,,,,,,197.9598,0.00E+00,0
,,,,,,,,,,,,198.4602,3.33E-01,2.36763E-06
,,,,,,,,,,,,198.96,3.67E+00,2.60937E-05
,,,,,,,,,,,,199.4598,3.00E+00,0.00002133
,,,,,,,,,,,,199.9602,0.00E+00,0
,,,,,,,,,,,,200.46,0.00E+00,0
,,,,,,,,,,,,200.9598,0.00E+00,0
,,,,,,,,,,,,201.4602,0.00E+00,0
,,,,,,,,,,,,201.96,0.00E+00,0
,,,,,,,,,,,,202.4598,0.00E+00,0
,,,,,,,,,,,,202.9602,3.00E+00,0.00002133
,,,,,,,,,,,,203.46,6.00E+00,0.00004266
,,,,,,,,,,,,203.9598,5.33E+00,3.78963E-05
,,,,,,,,,,,,204.4602,2.67E+00,1.89837E-05
,,,,,,,,,,,,204.96,0.00E+00,0
,,,,,,,,,,,,205.4598,3.33E-01,2.36763E-06
,,,,,,,,,,,,205.9602,1.00E+00,0.00000711
,,,,,,,,,,,,206.46,0.00E+00,0
,,,,,,,,,,,,206.9598,0.00E+00,0
,,,,,,,,,,,,207.4602,0.00E+00,0
,,,,,,,,,,,,207.96,0.00E+00,0
,,,,,,,,,,,,208.4598,0.00E+00,0
,,,,,,,,,,,,208.9602,0.00E+00,0
,,,,,,,,,,,,209.46,0.00E+00,0
,,,,,,,,,,,,209.9598,0.00E+00,0
,,,,,,,,,,,,210.4602,0.00E+00,0
,,,,,,,,,,,,210.96,0.00E+00,0
,,,,,,,,,,,,211.4598,0.00E+00,0
,,,,,,,,,,,,211.9602,1.00E+00,0.00000711
,,,,,,,,,,,,212.46,3.00E+00,0.00002133
,,,,,,,,,,,,212.9598,4.67E+00,3.32037E-05
,,,,,,,,,,,,213.4602,6.67E-01,4.74237E-06
,,,,,,,,,,,,213.96,1.00E+00,0.00000711
,,,,,,,,,,,,214.4598,5.33E+00,3.78963E-05
,,,,,,,,,,,,214.9602,3.33E+00,2.36763E-05
,,,,,,,,,,,,215.46,4.67E+00,3.32037E-05
,,,,,,,,,,,,215.9598,9.00E+00,0.00006399
,,,,,,,,,,,,216.4602,3.00E+00,0.00002133
,,,,,,,,,,,,216.96,0.00E+00,0
,,,,,,,,,,,,217.4598,0.00E+00,0
,,,,,,,,,,,,217.9602,0.00E+00,0
,,,,,,,,,,,,218.46,0.00E+00,0
,,,,,,,,,,,,218.9598,0.00E+00,0
,,,,,,,,,,,,219.4602,0.00E+00,0
,,,,,,,,,,,,219.96,1.00E+00,0.00000711
,,,,,,,,,,,,220.4598,0.00E+00,0
,,,,,,,,,,,,220.9602,0.00E+00,0
,,,,,,,,,,,,221.46,0.00E+00,0
,,,,,,,,,,,,221.9598,5.33E+00,3.78963E-05
,,,,,,,,,,,,222.4602,1.00E+00,0.00000711
,,,,,,,,,,,,222.96,0.00E+00,0
,,,,,,,,,,,,223.4598,6.67E-01,4.74237E-06
,,,,,,,,,,,,223.9602,0.00E+00,0
,,,,,,,,,,,,224.46,6.00E+00,0.00004266
,,,,,,,,,,,,224.9598,0.00E+00,0
,,,,,,,,,,,,225.4602,0.00E+00,0
,,,,,,,,,,,,225.96,0.00E+00,0
,,,,,,,,,,,,226.4598,0.00E+00,0
,,,,,,,,,,,,226.9602,3.00E+00,0.00002133
,,,,,,,,,,,,227.46,4.00E+00,0.00002844
,,,,,,,,,,,,227.9598,3.33E-01,2.36763E-06
,,,,,,,,,,,,228.4602,3.00E+00,0.00002133
,,,,,,,,,,,,228.96,8.67E+00,6.16437E-05
,,,,,,,,,,,,229.4598,1.40E+01,0.00009954
,,,,,,,,,,,,229.9602,1.20E+01,0.00008532
,,,,,,,,,,,,230.46,5.67E+00,4.03137E-05
,,,,,,,,,,,,230.9598,6.00E+00,0.00004266
,,,,,,,,,,,,231.4602,8.33E+00,5.92263E-05
,,,,,,,,,,,,231.96,6.67E+00,4.74237E-05
,,,,,,,,,,,,232.4598,4.00E+00,0.00002844
,,,,,,,,,,,,232.9602,2.00E+00,0.00001422
,,,,,,,,,,,,233.46,1.00E+00,0.00000711
,,,,,,,,,,,,233.9598,2.33E+00,1.65663E-05
