Z[m],d[m],Q[mL/min],e[-],CA0[g/L],CB0[g/L],Vinject[uL],Hint[-],kint[1/s],Kint[1/s],ObsSigma[mV],magnification,t[s],I[mV],C[g/L]
,,,,,,,,,,,,1270.9602,2569,0.01826559
,,,,,,,,,,,,1271.46,2539.33333,0.01805466
,,,,,,,,,,,,1271.9598,2501.66667,0.01778685
,,,,,,,,,,,,1272.4602,2466.33333,0.01753563
,,,,,,,,,,,,1272.96,2424.33333,0.01723701
,,,,,,,,,,,,1273.4598,2406.66667,0.0171114
,,,,,,,,,,,,1273.9602,2397.66667,0.01704741
,,,,,,,,,,,,1274.46,2373,0.01687203
,,,,,,,,,,,,1274.9598,2371,0.01685781
,,,,,,,,,,,,1275.4602,2332,0.01658052
,,,,,,,,,,,,1275.96,2301.33333,0.01636248
,,,,,,,,,,,,1276.4598,2284.66667,0.01624398
,,,,,,,,,,,,1276.9602,2266,0.01611126
,,,,,,,,,,,,1277.46,2236.33333,0.01590033
,,,,,,,,,,,,1277.9598,2210,0.0157131
,,,,,,,,,,,,1278.4602,2195.33333,0.01560882
,,,,,,,,,,,,1278.96,2179.33333,0.01549506
,,,,,,,,,,,,1279.4598,2140.66667,0.01522014
,,,,,,,,,,,,1279.9602,2104.66667,0.01496418
,,,,,,,,,,,,1280.46,2080.66667,0.01479354
,,,,,,,,,,,,1280.9598,2058.33333,0.01463475
,,,,,,,,,,,,1281.4602,2047,0.01455417
,,,,,,,,,,,,1281.96,2029.33333,0.01442856
,,,,,,,,,,,,1282.4598,1999,0.01421289
,,,,,,,,,,,,1282.9602,1977.66667,0.01406121
,,,,,,,,,,,,1283.46,1958.33333,0.01392375
,,,,,,,,,,,,1283.9598,1935.33333,0.01376022
,,,,,,,,,,,,1284.4602,1915.66667,0.01362039
,,,,,,,,,,,,1284.96,1895.33333,0.01347582
,,,,,,,,,,,,1285.4598,1861,0.01323171
,,,,,,,,,,,,1285.9602,1846.66667,0.0131298
,,,,,,,,,,,,1286.46,1838.33333,0.01307055
,,,,,,,,,,,,1286.9598,1818.66667,0.01293072
,,,,,,,,,,,,1287.4602,1793.66667,0.01275297
,,,,,,,,,,,,1287.96,1776,0.01262736
,,,,,,,,,,,,1288.4598,1756.33333,0.01248753
,,,,,,,,,,,,1288.9602,1743,0.01239273
,,,,,,,,,,,,1289.46,1723.33333,0.0122529
,,,,,,,,,,,,1289.9598,1710.66667,0.01216284
,,,,,,,,,,,,1290.4602,1692.33333,0.01203249
,,,,,,,,,,,,1290.96,1670.66667,0.01187844
,,,,,,,,,,,,1291.4598,1646.33333,0.01170543
,,,,,,,,,,,,1291.9602,1622,0.01153242
,,,,,,,,,,,,1292.46,1601,0.01138311
,,,,,,,,,,,,1292.9598,1592,0.01131912
,,,,,,,,,,,,1293.4602,1586,0.01127646
,,,,,,,,,,,,1293.96,1576.33333,0.01120773
,,,,,,,,,,,,1294.4598,1553,0.01104183
,,,,,,,,,,,,1294.9602,1527.66667,0.01086171
,,,,,,,,,,,,1295.46,1509,0.01072899
,,,,,,,,,,,,1295.9598,1495,0.01062945
,,,,,,,,,,,,1296.4602,1481.66667,0.01053465
,,,,,,,,,,,,1296.96,1469.33333,0.01044696
,,,,,,,,,,,,1297.4598,1445.33333,0.01027632
,,,,,,,,,,,,1297.9602,1423.33333,0.0101199
,,,,,,,,,,,,1298.46,1420.33333,0.01009857
,,,,,,,,,,,,1298.9598,1404,0.00998244
,,,,,,,,,,,,1299.4602,1387.66667,0.00986631
,,,,,,,,,,,,1299.96,1374,0.00976914
,,,,,,,,,,,,1300.4598,1363.66667,0.00969567
,,,,,,,,,,,,1300.9602,1350,0.0095985
,,,,,,,,,,,,1301.46,1335,0.00949185
,,,,,,,,,,,,1301.9598,1320,0.0093852
,,,,,,,,,,,,1302.4602,1304,0.00927144
,,,,,,,,,,,,1302.96,1291.66667,0.00918375
,,,,,,,,,,,,1303.4598,1283.33333,0.0091245
,,,,,,,,,,,,1303.9602,1255.66667,0.00892779
,,,,,,,,,,,,1304.46,1227.33333,0.00872634
,,,,,,,,,,,,1304.9598,1216,0.00864576
,,,,,,,,,,,,1305.4602,1216.33333,0.00864813
,,,,,,,,,,,,1305.96,1207,0.00858177
,,,,,,,,,,,,1306.4598,1223.33333,0.0086979
,,,,,,,,,,,,1306.9602,1210.33333,0.00860547
,,,,,,,,,,,,1307.46,1183.33333,0.0084135
,,,,,,,,,,,,1307.9598,1165.66667,0.00828789
,,,,,,,,,,,,1308.4602,1153.66667,0.00820257
,,,,,,,,,,,,1308.96,1145.33333,0.00814332
,,,,,,,,,,,,1309.4598,1125.66667,0.00800349
,,,,,,,,,,,,1309.9602,1107,0.00787077
,,,,,,,,,,,,1310.46,1107,0.00787077
,,,,,,,,,,,,1310.9598,1092.33333,0.00776649
,,,,,,,,,,,,1311.4602,1073.66667,0.00763377
,,,,,,,,,,,,1311.96,1064.66667,0.00756978
,,,,,,,,,,,,1312.4598,1060,0.0075366
,,,,,,,,,,,,1312.9602,1051,0.00747261
,,,,,,,,,,,,1313.46,1036.66667,0.0073707
,,,,,,,,,,,,1313.9598,1021,0.00725931
,,,,,,,,,,,,1314.4602,1015,0.00721665
,,,,,,,,,,,,1314.96,1013,0.00720243
,,,,,,,,,,,,1315.4598,997.66667,0.00709341
,,,,,,,,,,,,1315.9602,981.33333,0.00697728
,,,,,,,,,,,,1316.46,966.33333,0.00687063
,,,,,,,,,,,,1316.9598,947,0.00673317
,,,,,,,,,,,,1317.4602,937.33333,0.00666444
,,,,,,,,,,,,1317.96,916.66667,0.0065175
,,,,,,,,,,,,1318.4598,903,0.00642033
,,,,,,,,,,,,1318.9602,897.66667,0.00638241
,,,,,,,,,,,,1319.46,888.33333,0.00631605
,,,,,,,,,,,,1319.9598,877,0.00623547
,,,,,,,,,,,,1320.4602,869.33333,0.00618096
,,,,,,,,,,,,1320.96,865,0.00615015
,,,,,,,,,,,,1321.4598,853.66667,0.00606957
,,,,,,,,,,,,1321.9602,851,0.00605061
,,,,,,,,,,,,1322.46,850,0.0060435
,,,,,,,,,,,,1322.9598,844.33333,0.00600321
,,,,,,,,,,,,1323.4602,839,0.00596529
,,,,,,,,,,,,1323.96,836,0.00594396
,,,,,,,,,,,,1324.4598,826.33333,0.00587523
,,,,,,,,,,,,1324.9602,813.66667,0.00578517
,,,,,,,,,,,,1325.46,808.33333,0.00574725
,,,,,,,,,,,,1325.9598,795.66667,0.00565719
,,,,,,,,,,,,1326.4602,784.33333,0.00557661
,,,,,,,,,,,,1326.96,773.33333,0.0054984
,,,,,,,,,,,,1327.4598,763.33333,0.0054273
,,,,,,,,,,,,1327.9602,745,0.00529695
,,,,,,,,,,,,1328.46,727.66667,0.00517371
,,,,,,,,,,,,1328.9598,730.33333,0.00519267
,,,,,,,,,,,,1329.4602,725.33333,0.00515712
,,,,,,,,,,,,1329.96,716.66667,0.0050955
,,,,,,,,,,,,1330.4598,708,0.00503388
,,,,,,,,,,,,1330.9602,706,0.00501966
,,,,,,,,,,,,1331.46,704.66667,0.00501018
,,,,,,,,,,,,1331.9598,690,0.0049059
,,,,,,,,,,,,1332.4602,677,0.00481347
,,,,,,,,,,,,1332.96,684.33333,0.00486561
,,,,,,,,,,,,1333.4598,679.33333,0.00483006
,,,,,,,,,,,,1333.9602,670,0.0047637
,,,,,,,,,,,,1334.46,657,0.00467127
,,,,,,,,,,,,1334.9598,646.66667,0.0045978
,,,,,,,,,,,,1335.4602,639.33333,0.00454566
,,,,,,,,,,,,1335.96,633.33333,0.004503
,,,,,,,,,,,,1336.4598,625,0.00444375
,,,,,,,,,,,,1336.9602,625.66667,0.00444849
,,,,,,,,,,,,1337.46,620.33333,0.00441057
,,,,,,,,,,,,1337.9598,611.33333,0.00434658
,,,,,,,,,,,,1338.4602,597,0.00424467
,,,,,,,,,,,,1338.96,571.33333,0.00406218
,,,,,,,,,,,,1339.4598,564,0.00401004
,,,,,,,,,,,,1339.9602,567.66667,0.00403611
,,,,,,,,,,,,1340.46,567,0.00403137
,,,,,,,,,,,,1340.9598,560.66667,0.00398634
,,,,,,,,,,,,1341.4602,559.66667,0.00397923
,,,,,,,,,,,,1341.96,547.66667,0.00389391
,,,,,,,,,,,,1342.4598,528.66667,0.00375882
,,,,,,,,,,,,1342.9602,520.33333,0.00369957
,,,,,,,,,,,,1343.46,522.66667,0.00371616
,,,,,,,,,,,,1343.9598,513.66667,0.00365217
,,,,,,,,,,,,1344.4602,510,0.0036261
,,,,,,,,,,,,1344.96,517.66667,0.00368061
,,,,,,,,,,,,1345.4598,503.66667,0.00358107
,,,,,,,,,,,,1345.9602,488,0.00346968
,,,,,,,,,,,,1346.46,487,0.00346257
,,,,,,,,,,,,1346.9598,480.33333,0.00341517
,,,,,,,,,,,,1347.4602,480,0.0034128
,,,,,,,,,,,,1347.96,475,0.00337725
,,,,,,,,,,,,1348.4598,478,0.00339858
,,,,,,,,,,,,1348.9602,456.33333,0.00324453
,,,,,,,,,,,,1349.46,439.33333,0.00312366
,,,,,,,,,,,,1349.9598,434.33333,0.00308811
,,,,,,,,,,,,1350.4602,417.66667,0.00296961
,,,,,,,,,,,,1350.96,428.33333,0.00304545
,,,,,,,,,,,,1351.4598,433.33333,0.003081
,,,,,,,,,,,,1351.9602,428.33333,0.00304545
,,,,,,,,,,,,1352.46,424.33333,0.00301701
,,,,,,,,,,,,1352.9598,428.33333,0.00304545
,,,,,,,,,,,,1353.4602,427.66667,0.00304071
,,,,,,,,,,,,1353.96,416.66667,0.0029625
,,,,,,,,,,,,1354.4598,405,0.00287955
,,,,,,,,,,,,1354.9602,398.66667,0.00283452
,,,,,,,,,,,,1355.46,391,0.00278001
,,,,,,,,,,,,1355.9598,398.33333,0.00283215
,,,,,,,,,,,,1356.4602,415,0.00295065
,,,,,,,,,,,,1356.96,399.66667,0.00284163
,,,,,,,,,,,,1357.4598,385.66667,0.00274209
,,,,,,,,,,,,1357.9602,373.66667,0.00265677
,,,,,,,,,,,,1358.46,369.66667,0.00262833
,,,,,,,,,,,,1358.9598,376,0.00267336
,,,,,,,,,,,,1359.4602,372,0.00264492
,,,,,,,,,,,,1359.96,359.33333,0.00255486
,,,,,,,,,,,,1360.4598,347,0.00246717
,,,,,,,,,,,,1360.9602,349,0.00248139
,,,,,,,,,,,,1361.46,358.33333,0.00254775
,,,,,,,,,,,,1361.9598,358.66667,0.00255012
,,,,,,,,,,,,1362.4602,356.33333,0.00253353
,,,,,,,,,,,,1362.96,349.33333,0.00248376
,,,,,,,,,,,,1363.4598,335.33333,0.00238422
,,,,,,,,,,,,1363.9602,325,0.00231075
,,,,,,,,,,,,1364.46,317.33333,0.00225624
,,,,,,,,,,,,1364.9598,305.33333,0.00217092
,,,,,,,,,,,,1365.4602,311,0.00221121
,,,,,,,,,,,,1365.96,309.66667,0.00220173
,,,,,,,,,,,,1366.4598,304.66667,0.00216618
,,,,,,,,,,,,1366.9602,300.33333,0.00213537
,,,,,,,,,,,,1367.46,292,0.00207612
,,,,,,,,,,,,1367.9598,291.33333,0.00207138
,,,,,,,,,,,,1368.4602,281,0.00199791
,,,,,,,,,,,,1368.96,269.66667,0.00191733
,,,,,,,,,,,,1369.4598,264.33333,0.00187941
,,,,,,,,,,,,1369.9602,265,0.00188415
,,,,,,,,,,,,1370.46,275.33333,0.00195762
,,,,,,,,,,,,1370.9598,269.66667,0.00191733
,,,,,,,,,,,,1371.4602,268.33333,0.00190785
,,,,,,,,,,,,1371.96,271.33333,0.00192918
,,,,,,,,,,,,1372.4598,267,0.00189837
,,,,,,,,,,,,1372.9602,255.66667,0.00181779
,,,,,,,,,,,,1373.46,245.33333,0.00174432
,,,,,,,,,,,,1373.9598,243,0.00172773
,,,,,,,,,,,,1374.4602,243,0.00172773
,,,,,,,,,,,,1374.96,252,0.00179172
,,,,,,,,,,,,1375.4598,240.33333,0.00170877
,,,,,,,,,,,,1375.9602,222.33333,0.00158079
,,,,,,,,,,,,1376.46,207.33333,0.00147414
,,,,,,,,,,,,1376.9598,212,0.00150732
,,,,,,,,,,,,1377.4602,219,0.00155709
,,,,,,,,,,,,1377.96,226,0.00160686
,,,,,,,,,,,,1378.4598,216.33333,0.00153813
,,,,,,,,,,,,1378.9602,224.66667,0.00159738
,,,,,,,,,,,,1379.46,228,0.00162108
,,,,,,,,,,,,1379.9598,220.33333,0.00156657
,,,,,,,,,,,,1380.4602,210.33333,0.00149547
,,,,,,,,,,,,1380.96,216.66667,0.0015405
,,,,,,,,,,,,1381.4598,221.66667,0.00157605
,,,,,,,,,,,,1381.9602,225.33333,0.00160212
,,,,,,,,,,,,1382.46,228,0.00162108
,,,,,,,,,,,,1382.9598,222.66667,0.00158316
,,,,,,,,,,,,1383.4602,214,0.00152154
,,,,,,,,,,,,1383.96,222.66667,0.00158316
,,,,,,,,,,,,1384.4598,215,0.00152865
,,,,,,,,,,,,1384.9602,213.66667,0.00151917
,,,,,,,,,,,,1385.46,212,0.00150732
,,,,,,,,,,,,1385.9598,209.33333,0.00148836
,,,,,,,,,,,,1386.4602,202.66667,0.00144096
,,,,,,,,,,,,1386.96,198.33333,0.00141015
,,,,,,,,,,,,1387.4598,190,0.0013509
,,,,,,,,,,,,1387.9602,186,0.00132246
,,,,,,,,,,,,1388.46,177.33333,0.00126084
,,,,,,,,,,,,1388.9598,164,0.00116604
,,,,,,,,,,,,1389.4602,171.33333,0.00121818
,,,,,,,,,,,,1389.96,177.66667,0.00126321
,,,,,,,,,,,,1390.4598,191.66667,0.00136275
,,,,,,,,,,,,1390.9602,186.66667,0.0013272
,,,,,,,,,,,,1391.46,165.66667,0.00117789
,,,,,,,,,,,,1391.9598,154.33333,0.00109731
,,,,,,,,,,,,1392.4602,156.66667,0.0011139
,,,,,,,,,,,,1392.96,171.66667,0.00122055
,,,,,,,,,,,,1393.4598,168,0.00119448
,,,,,,,,,,,,1393.9602,145.66667,0.00103569
,,,,,,,,,,,,1394.46,142.33333,0.00101199
,,,,,,,,,,,,1394.9598,147.66667,0.00104991
,,,,,,,,,,,,1395.4602,153.66667,0.00109257
,,,,,,,,,,,,1395.96,148.66667,0.00105702
,,,,,,,,,,,,1396.4598,153.33333,0.0010902
,,,,,,,,,,,,1396.9602,160,0.0011376
,,,,,,,,,,,,1397.46,143.66667,0.00102147
,,,,,,,,,,,,1397.9598,132.33333,0.00094089
,,,,,,,,,,,,1398.4602,142.33333,0.00101199
,,,,,,,,,,,,1398.96,144.66667,0.00102858
,,,,,,,,,,,,1399.4598,132.66667,0.00094326
,,,,,,,,,,,,1399.9602,117.66667,0.00083661
,,,,,,,,,,,,1400.46,126.66667,0.0009006
,,,,,,,,,,,,1400.9598,138.66667,0.00098592
,,,,,,,,,,,,1401.4602,137.33333,0.00097644
,,,,,,,,,,,,1401.96,134,0.00095274
,,,,,,,,,,,,1402.4598,133.33333,0.000948
,,,,,,,,,,,,1402.9602,119.66667,0.00085083
,,,,,,,,,,,,1403.46,118.66667,0.00084372
,,,,,,,,,,,,1403.9598,117.33333,0.00083424
,,,,,,,,,,,,1404.4602,117.33333,0.00083424
,,,,,,,,,,,,1404.96,122.33333,0.00086979
,,,,,,,,,,,,1405.4598,125,0.00088875
,,,,,,,,,,,,1405.9602,102.66667,0.00072996
,,,,,,,,,,,,1406.46,108.33333,0.00077025
,,,,,,,,,,,,1406.9598,105.66667,0.00075129
,,,,,,,,,,,,1407.4602,90.66667,0.00064464
,,,,,,,,,,,,1407.96,79.66667,0.00056643
,,,,,,,,,,,,1408.4598,75.33333,0.00053562
,,,,,,,,,,,,1408.9602,88,0.00062568
,,,,,,,,,,,,1409.46,106.66667,0.0007584
,,,,,,,,,,,,1409.9598,105,0.00074655
,,,,,,,,,,,,1410.4602,82,0.00058302
,,,,,,,,,,,,1410.96,72.66667,0.00051666
,,,,,,,,,,,,1411.4598,93.33333,0.0006636
,,,,,,,,,,,,1411.9602,99.33333,0.00070626
,,,,,,,,,,,,1412.46,99,0.00070389
,,,,,,,,,,,,1412.9598,93,0.00066123
,,,,,,,,,,,,1413.4602,74.33333,0.00052851
,,,,,,,,,,,,1413.96,61.66667,0.00043845
,,,,,,,,,,,,1414.4598,56.66667,0.0004029
,,,,,,,,,,,,1414.9602,68.33333,0.00048585
,,,,,,,,,,,,1415.46,84.66667,0.00060198
,,,,,,,,,,,,1415.9598,90,0.0006399
,,,,,,,,,,,,1416.4602,73,0.00051903
,,,,,,,,,,,,1416.96,78,0.00055458
,,,,,,,,,,,,1417.4598,81,0.00057591
,,,,,,,,,,,,1417.9602,69.66667,0.00049533
,,,,,,,,,,,,1418.46,49.66667,0.00035313
,,,,,,,,,,,,1418.9598,61.66667,0.00043845
,,,,,,,,,,,,1419.4602,60.66667,0.00043134
,,,,,,,,,,,,1419.96,56,0.00039816
,,,,,,,,,,,,1420.4598,40.66667,0.00028914
,,,,,,,,,,,,1420.9602,44.66667,0.00031758
,,,,,,,,,,,,1421.46,60,0.0004266
,,,,,,,,,,,,1421.9598,57,0.00040527
,,,,,,,,,,,,1422.4602,50.66667,0.00036024
,,,,,,,,,,,,1422.96,59,0.00041949
,,,,,,,,,,,,1423.4598,75.33333,0.00053562
,,,,,,,,,,,,1423.9602,82.33333,0.00058539
,,,,,,,,,,,,1424.46,84,0.00059724
,,,,,,,,,,,,1424.9598,85.66667,0.00060909
,,,,,,,,,,,,1425.4602,79.33333,0.00056406
,,,,,,,,,,,,1425.96,70.66667,0.00050244
,,,,,,,,,,,,1426.4598,52.66667,0.00037446
,,,,,,,,,,,,1426.9602,37.33333,0.00026544
,,,,,,,,,,,,1427.46,38.66667,0.00027492
,,,,,,,,,,,,1427.9598,51.33333,0.00036498
,,,,,,,,,,,,1428.4602,42.66667,0.00030336
,,,,,,,,,,,,1428.96,28.66667,0.00020382
,,,,,,,,,,,,1429.4598,36,0.00025596
,,,,,,,,,,,,1429.9602,43,0.00030573
,,,,,,,,,,,,1430.46,50,0.0003555
,,,,,,,,,,,,1430.9598,44,0.00031284
,,,,,,,,,,,,1431.4602,34.66667,0.00024648
,,,,,,,,,,,,1431.96,35.33333,0.00025122
,,,,,,,,,,,,1432.4598,41.33333,0.00029388
,,,,,,,,,,,,1432.9602,37.66667,0.00026781
,,,,,,,,,,,,1433.46,41.66667,0.00029625
,,,,,,,,,,,,1433.9598,32.66667,0.00023226
,,,,,,,,,,,,1434.4602,25.66667,0.00018249
,,,,,,,,,,,,1434.96,30,0.0002133
,,,,,,,,,,,,1435.4598,32.66667,0.00023226
,,,,,,,,,,,,1435.9602,28.33333,0.00020145
,,,,,,,,,,,,1436.46,20.66667,0.00014694
,,,,,,,,,,,,1436.9598,17,0.00012087
,,,,,,,,,,,,1437.4602,23.33333,0.0001659
,,,,,,,,,,,,1437.96,35.33333,0.00025122
,,,,,,,,,,,,1438.4598,32.33333,0.00022989
,,,,,,,,,,,,1438.9602,27.66667,0.00019671
,,,,,,,,,,,,1439.46,16.66667,0.0001185
,,,,,,,,,,,,1439.9598,14.66667,0.00010428
,,,,,,,,,,,,1440.4602,18.66667,0.00013272
,,,,,,,,,,,,1440.96,18.66667,0.00013272
,,,,,,,,,,,,1441.4598,19,0.00013509
,,,,,,,,,,,,1441.9602,25.33333,0.00018012
,,,,,,,,,,,,1442.46,37.33333,0.00026544
,,,,,,,,,,,,1442.9598,33.66667,0.00023937
,,,,,,,,,,,,1443.4602,29.66667,0.00021093
,,,,,,,,,,,,1443.96,26,0.00018486
,,,,,,,,,,,,1444.4598,24.33333,0.00017301
,,,,,,,,,,,,1444.9602,26.33333,0.00018723
,,,,,,,,,,,,1445.46,28.66667,0.00020382
,,,,,,,,,,,,1445.9598,24.66667,0.00017538
,,,,,,,,,,,,1446.4602,23.33333,0.0001659
,,,,,,,,,,,,1446.96,19.66667,0.00013983
,,,,,,,,,,,,1447.4598,19.33333,0.00013746
,,,,,,,,,,,,1447.9602,19.33333,0.00013746
,,,,,,,,,,,,1448.46,16,0.00011376
,,,,,,,,,,,,1448.9598,13,0.00009243
,,,,,,,,,,,,1449.4602,23.33333,0.0001659
,,,,,,,,,,,,1449.96,24.33333,0.00017301
,,,,,,,,,,,,1450.4598,24.66667,0.00017538
,,,,,,,,,,,,1450.9602,23.33333,0.0001659
,,,,,,,,,,,,1451.46,30,0.0002133
,,,,,,,,,,,,1451.9598,32,0.00022752
,,,,,,,,,,,,1452.4602,27,0.00019197
,,,,,,,,,,,,1452.96,25.66667,0.00018249
,,,,,,,,,,,,1453.4598,29,0.00020619
,,,,,,,,,,,,1453.9602,25.33333,0.00018012
,,,,,,,,,,,,1454.46,22,0.00015642
,,,,,,,,,,,,1454.9598,15.66667,0.00011139
,,,,,,,,,,,,1455.4602,12.66667,9.006E-05
,,,,,,,,,,,,1455.96,16,0.00011376
,,,,,,,,,,,,1456.4598,15.33333,0.00010902
,,,,,,,,,,,,1456.9602,19,0.00013509
,,,,,,,,,,,,1457.46,19.33333,0.00013746
,,,,,,,,,,,,1457.9598,22.66667,0.00016116
,,,,,,,,,,,,1458.4602,20,0.0001422
,,,,,,,,,,,,1458.96,19,0.00013509
,,,,,,,,,,,,1459.4598,22.33333,0.00015879
,,,,,,,,,,,,1459.9602,23,0.00016353
,,,,,,,,,,,,1460.46,15,0.00010665
,,,,,,,,,,,,1460.9598,12.66667,9.006E-05
,,,,,,,,,,,,1461.4602,12.66667,9.006E-05
,,,,,,,,,,,,1461.96,8.33333,5.925E-05
,,,,,,,,,,,,1462.4598,10.33333,7.347E-05
,,,,,,,,,,,,1462.9602,9.66667,6.873E-05
,,,,,,,,,,,,1463.46,18,0.00012798
,,,,,,,,,,,,1463.9598,24.33333,0.00017301
,,,,,,,,,,,,1464.4602,23.66667,0.00016827
,,,,,,,,,,,,1464.96,20.66667,0.00014694
,,,,,,,,,,,,1465.4598,18,0.00012798
,,,,,,,,,,,,1465.9602,17.66667,0.00012561
,,,,,,,,,,,,1466.46,9.33333,6.636E-05
,,,,,,,,,,,,1466.9598,4.33333,3.081E-05
,,,,,,,,,,,,1467.4602,2.33333,1.659E-05
,,,,,,,,,,,,1467.96,4.33333,3.081E-05
,,,,,,,,,,,,1468.4598,6.66667,4.74E-05
,,,,,,,,,,,,1468.9602,10,0.0000711
,,,,,,,,,,,,1469.46,13,0.00009243
,,,,,,,,,,,,1469.9598,15.66667,0.00011139
,,,,,,,,,,,,1470.4602,11.66667,8.295E-05
,,,,,,,,,,,,1470.96,12.66667,9.006E-05
,,,,,,,,,,,,1471.4598,14,0.00009954
,,,,,,,,,,,,1471.9602,14.33333,0.00010191
,,,,,,,,,,,,1472.46,13.33333,9.48E-05
,,,,,,,,,,,,1472.9598,12.66667,9.006E-05
,,,,,,,,,,,,1473.4602,10.33333,7.347E-05
,,,,,,,,,,,,1473.96,11,0.00007821
,,,,,,,,,,,,1474.4598,10,0.0000711
,,,,,,,,,,,,1474.9602,10,0.0000711
,,,,,,,,,,,,1475.46,12.66667,9.006E-05
